Name,Address,Price,Apartment Units,Distance,Info,Rating,Tags
River Apartments Brand New,"2938 Allesandro Street, Los Angeles, California(CA) 90039","2,382","[{'bedroom': '1', 'price': '2,382'}]",9.94km,"{'walking': '153', 'cycling': '46', 'transit': '66', 'driving': '20'}",4.8(39),"['With window view', 'Free service charge', 'VR house viewing', 'With floor plan', '0 deposit', '0 gift money']"
8220 Norton,"8220 Norton Avenue, West Hollywood, California(CA) 90046","3,195","[{'bedroom': '1', 'price': '3,195'}, {'bedroom': '2', 'price': '3,975'}]",10.89km,"{'walking': '198', 'cycling': '53', 'transit': '75', 'driving': '31'}",2.5(44),"['With window view', 'Free service charge', 'VR house viewing', 'With floor plan', '0 deposit', '0 gift money']"
Selworth Apartments,"Selworth Apartments, Los Angeles, California(CA) 90046","3,195","[{'bedroom': '1', 'price': '3,195'}, {'bedroom': '2', 'price': '3,995'}]",11.25km,"{'walking': '204', 'cycling': '56', 'transit': '86', 'driving': '33'}",2.8(86),"['With window view', 'Free service charge', 'VR house viewing', 'With floor plan', '0 deposit', '0 gift money']"
Hobart Continental Apartments,"1550 N Hobart Blvd, Los Angeles, California(CA) 90027","2,495","[{'bedroom': '1', 'price': '2,300'}, {'bedroom': '2', 'price': '2,495'}]",8.77km,"{'walking': '143', 'cycling': '40', 'transit': '50', 'driving': '30'}",4.6(99),"['With window view', 'Free service charge', 'VR viewing', 'With floor plan', '0 deposit', '0 gift money', 'With elevator']"
Larrabee One,"1111 Larrabee St, West Hollywood, California(CA) 90069","2,149","[{'bedroom': 'Studio', 'price': '2,149'}, {'bedroom': '1', 'price': '3,049'}]",11.95km,"{'walking': '203', 'cycling': '55', 'transit': '70', 'driving': '30'}",2.6(41),"['With window view', 'Free service charge', 'VR house viewing', 'With floor plan', '0 deposit', '0 gift money']"
The Sherwood,"8430 De Longpre Avenue, West Hollywood, California(CA) 90069","5,200","[{'bedroom': '2', 'price': '5,200'}, {'bedroom': '3', 'price': '5,900'}]",11.37km,"{'walking': '206', 'cycling': '58', 'transit': '58', 'driving': '31'}",3.2(19),"['With window view', 'Free service charge', 'VR viewing', 'With floor plan', '0 deposit', '0 gift', 'With elevator', 'With balcony', 'With air conditioning', 'Pets allowed']"
11737 Courtleigh Dr,"11737 Courtleigh Dr, Los Angeles, California(CA) 90066","2,975","[{'bedroom': '1', 'price': '2,975'}]",12.51km,"{'walking': '201', 'cycling': '54', 'transit': '78', 'driving': '25'}",2.3(28),"['With window view', 'Free service charge', 'VR house viewing', 'With floor plan', '0 deposit', '0 gift money']"
315 South Avenue 55,"315 South Avenue 55, Los Angeles, California(CA) 90042","2,190","[{'bedroom': '1', 'price': '2,190'}]",12.31km,"{'walking': '190', 'cycling': '51', 'transit': '72', 'driving': '17'}",3.3(13),"['With window view', 'Free service charge', 'VR house viewing', 'With floor plan', '0 deposit', '0 gift money']"
Element WeHo,"1425 North Crescent Heights Boulevard, West Hollywood, California(CA) 90046","3,995","[{'bedroom': '1', 'price': '3,995'}]",11.19km,"{'walking': '202', 'cycling': '56', 'transit': '80', 'driving': '32'}",3.9(70),"['With window view', 'Free service charge', 'VR house viewing', 'With floor plan', '0 deposit', '0 gift money']"
&Pico,"11916 West Pico Boulevard, Los Angeles, California(CA) 90064","2,353","[{'bedroom': 'Studio', 'price': '2,353'}, {'bedroom': '1', 'price': '3,025'}]",15.11km,"{'walking': '228', 'cycling': '61', 'transit': '47', 'driving': '19'}",2.2(29),"['With window view', 'Free service charge', 'VR house viewing', 'With floor plan', '0 deposit', '0 gift money']"
Geneva at Hughes,"3627 Hughes Avenue, Los Angeles, California(CA) 90034","4,600","[{'bedroom': '1', 'price': '3,500'}, {'bedroom': '2', 'price': '4,600'}]",10.78km,"{'walking': '159', 'cycling': '43', 'transit': '76', 'driving': '16'}",3.2(76),"['With window view', 'Free service charge', 'VR viewing', 'With floor plan', '0 deposit', '0 gift money', 'With elevator']"
Sepulveda Court,"2840-50 Sepulveda Boulevard, Los Angeles, California(CA) 90064","1,695","[{'bedroom': 'Studio', 'price': '1,695'}, {'bedroom': '1', 'price': '1,975'}]",13.32km,"{'walking': '199', 'cycling': '53', 'transit': '49', 'driving': '18'}",4.6(82),"['With window view', 'Free service charge', 'VR house viewing', 'With floor plan', '0 deposit', '0 gift money']"
Park Overland Apartments,"2600 Overland Ave, Los Angeles, California(CA) 90064","2,495","[{'bedroom': '1', 'price': '2,495'}, {'bedroom': '2', 'price': '2,600'}]",12.76km,"{'walking': '191', 'cycling': '53', 'transit': None, 'driving': '18'}",4.5(55),"['With window view', 'Free service charge', 'VR viewing', 'With floor plan', '0 deposit', '0 gift money', 'With elevator']"
Sepulveda West Apartments,"8501 South Sepulveda Boulevard, Los Angeles, California(CA) 90045","2,395","[{'bedroom': 'Studio', 'price': '2,395'}, {'bedroom': '1', 'price': '2,475'}]",12.34km,"{'walking': '199', 'cycling': '55', 'transit': '63', 'driving': '25'}",3.6(82),"['With window view', 'Free service charge', 'VR house viewing', 'With floor plan', '0 deposit', '0 gift money']"
North Harper House,"1430 North Harper Avenue, West Hollywood, California(CA) 90046","3,895","[{'bedroom': '2', 'price': '3,895'}]",11.29km,"{'walking': '205', 'cycling': '58', 'transit': '78', 'driving': '32'}",3.3(60),"['With window view', 'Free service charge', 'VR house viewing', 'With floor plan', '0 deposit', '0 gift money']"
Isola Bella,"1320 North Harper Avenue, West Hollywood, California(CA) 90046","5,395","[{'bedroom': '2', 'price': '5,395'}]",11.16km,"{'walking': '203', 'cycling': '58', 'transit': '73', 'driving': '31'}",3.7(45),"['With window view', 'Free service charge', 'VR house viewing', 'With floor plan', '0 deposit', '0 gift money']"
Orange Street,"6300 Orange Street, Los Angeles, California(CA) 90048","2,175","[{'bedroom': '1', 'price': '2,175'}]",8.76km,"{'walking': '155', 'cycling': '43', 'transit': '62', 'driving': '23'}",5.0(35),"['With window view', 'Free service charge', 'VR house viewing', 'With floor plan', '0 deposit', '0 gift money']"
Casa De Vida,"3230 Overland Avenue, Los Angeles, California(CA) 90034","2,178","[{'bedroom': 'Studio', 'price': '2,178'}, {'bedroom': '1', 'price': '2,425'}]",11.93km,"{'walking': '175', 'cycling': '49', 'transit': '45', 'driving': '17'}",4.5(95),"['With window view', 'Free service charge', 'VR viewing', 'With floor plan', '0 deposit', '0 gift money', 'With elevator']"
Manning Avenue,"1936 Manning Avenue, Los Angeles, California(CA) 90025","3,895","[{'bedroom': '3', 'price': '3,895'}]",13.64km,"{'walking': '210', 'cycling': '59', 'transit': '61', 'driving': '21'}",3.8(23),"['With window view', 'Free service charge', 'VR house viewing', 'With floor plan', '0 deposit', '0 gift money']"
Marina Tower,"415 Washington Boulevard, Marina Del Rey, California(CA) 90292","2,395","[{'bedroom': 'Studio', 'price': '2,395'}, {'bedroom': '1', 'price': '3,050'}]",17.05km,"{'walking': '261', 'cycling': '79', 'transit': '83', 'driving': '32'}",4.7(60),"['With window view', 'Free service charge', 'VR viewing', 'With floor plan', '0 deposit', '0 gift money', 'With elevator']"
Haven at Del Mar Station Apartments,"265 S Arroyo Pkwy, Pasadena, California(CA) 91105","2,860","[{'bedroom': '1', 'price': '2,860'}, {'bedroom': '2', 'price': '4,355'}]",18.34km,"{'walking': '258', 'cycling': '73', 'transit': '60', 'driving': '26'}",2.7(83),"['With window view', 'Free service charge', 'VR viewing', 'With floor plan', '0 deposit', '0 gift money', 'Pets allowed']"
5500 NOHO,"NoHo 5500, Los Angeles, California(CA) 91601","2,930","[{'bedroom': '1', 'price': '2,930'}]",18.42km,"{'walking': '352', 'cycling': '91', 'transit': '58', 'driving': '34'}",2.6(99),"['With window view', 'Free service charge', 'VR viewing', 'With floor plan', '0 deposit', '0 gift money', 'With elevator']"
eaves cerritos,"11421 186th Street, Artesia, California(CA) 90701","2,039","[{'bedroom': '1', 'price': '2,039'}, {'bedroom': '2', 'price': '2,750'}]",25.26km,"{'walking': '425', 'cycling': '109', 'transit': '91', 'driving': '34'}",3.8(100),"['With window view', 'Free service charge', 'VR house viewing', 'With floor plan', '0 deposit', '0 gift money']"
Avalon Monrovia,"825 South Myrtle Avenue, Monrovia, California(CA) 91016","3,355","[{'bedroom': '1', 'price': '3,355'}, {'bedroom': '2', 'price': '3,795'}, {'bedroom': '3', 'price': '5,461'}]",29.39km,"{'walking': '449', 'cycling': '112', 'transit': '85', 'driving': '36'}",3.4(73),"['With window view', 'Free service charge', 'VR house viewing', 'With floor plan', '0 deposit', '0 gift money']"
Avalon Studio City,"10945 Bluffside Dr, Los Angeles, California(CA) 91604","2,718","[{'bedroom': '1', 'price': '2,718'}, {'bedroom': '2', 'price': '3,390'}]",15.36km,"{'walking': '306', 'cycling': '90', 'transit': '68', 'driving': '31'}",2.5(14),"['With window view', 'Free service charge', 'VR house viewing', 'With floor plan', '0 deposit', '0 gift money']"
Avalon Santa Monica on Main,"2000 Main St Garage, Santa Monica, California(CA) 90405","4,364","[{'bedroom': '1', 'price': '4,364'}, {'bedroom': '2', 'price': '4,972'}]",18.87km,"{'walking': '298', 'cycling': '75', 'transit': '59', 'driving': '22'}",3.2(13),"['With window view', 'Free service charge', 'VR house viewing', 'With floor plan', '0 deposit', '0 gift money']"
AVA Toluca Hills,"3600 Barham Blvd, Los Angeles, California(CA) 90068","1,770","[{'bedroom': 'Studio', 'price': '1,770'}, {'bedroom': '1', 'price': '2,324'}, {'bedroom': '2', 'price': '3,555'}]",13.82km,"{'walking': '246', 'cycling': '79', 'transit': '96', 'driving': '29'}",3.9(97),"['With window view', 'Free service charge', 'VR house viewing', 'With floor plan', '0 deposit', '0 gift money']"
AVA North Hollywood,"5077 Lankershim Blvd, Los Angeles, California(CA) 91601","2,165","[{'bedroom': 'Studio', 'price': '2,165'}, {'bedroom': '1', 'price': '2,355'}, {'bedroom': '2', 'price': '4,080'}]",17.64km,"{'walking': '338', 'cycling': '91', 'transit': '89', 'driving': '31'}",4.9(27),"['With window view', 'Free service charge', 'VR house viewing', 'With floor plan', '0 deposit', '0 gift money']"
Cara,"1743 Butler Ave, Los Angeles, California(CA) 90025","1,495","[{'bedroom': 'Single', 'price': '1,495'}]",15.54km,"{'walking': '215', 'cycling': '63', 'transit': '54', 'driving': '20'}",3.3(40),"['With window view', 'Free service charge', 'VR house viewing', 'With floor plan', '0 deposit', '0 gift money']"
Altitude Aparptment,"5900 Center Dr, Los Angeles, California(CA) 90045","2,298","[{'bedroom': 'Studio', 'price': '2,298'}]",10.88km,"{'walking': '179', 'cycling': '54', 'transit': '82', 'driving': '22'}",2.4(8),"['With window view', 'Free service charge', 'VR viewing', 'With floor plan', '0 deposit', '0 gift money', 'With gym', 'Pets allowed']"
10560 Santa Monica Blvd,"10560 Santa Monica Blvd, Los Angeles, California(CA) 90025","3,295","[{'bedroom': '1', 'price': '3,295'}]",13.69km,"{'walking': '191', 'cycling': '58', 'transit': '59', 'driving': '23'}",2.9(41),"['With window view', 'Free service charge', 'VR house viewing', 'With floor plan', '0 deposit', '0 gift money']"
Westside Villas Apartments,"3165 Sawtelle Blvd, Los Angeles, California(CA) 90066","2,881","[{'bedroom': '1', 'price': '2,881'}]",13.38km,"{'walking': '184', 'cycling': '56', 'transit': '55', 'driving': '21'}",2.5(6),"['With window view', 'Free service charge', 'VR viewing', 'With floor plan', '0 deposit', '0 gift money', 'With elevator', 'With gym']"
Brio Apartment Homes,"546 W Colorado St, Los Angeles, California(CA) 91204","2,028","[{'bedroom': '1', 'price': '2,028'}]",13.03km,"{'walking': '185', 'cycling': '53', 'transit': '85', 'driving': '25'}",4.1(66),"['With window view', 'Free service charge', 'VR viewing', 'With floor plan', '0 deposit', '0 gift money', 'With gym', 'Pets allowed']"
The Rose,"10853 ROSE AVENUE, Los Angeles, California(CA) 90034","2,935","[{'bedroom': '2', 'price': '2,935'}, {'bedroom': '1', 'price': '3,000'}]",12.21km,"{'walking': '163', 'cycling': '49', 'transit': '44', 'driving': '18'}",4.6(2),"['With window view', 'Free service charge', 'VR house viewing', 'With floor plan', '0 deposit', '0 gift money', 'Package collection']"
The Meridian,"3516 SAWTELLE BLVD, Los Angeles, California(CA) 90066","2,035","[{'bedroom': '1', 'price': '2,035'}, {'bedroom': '2', 'price': '2,895'}]",12.76km,"{'walking': '176', 'cycling': '52', 'transit': '60', 'driving': '21'}",2.7(1),"['With window view', 'Free service charge', 'VR house viewing', 'With floor plan', '0 deposit', '0 gift money']"
Palm Royale,"3420 S Sepulveda Blvd, Los Angeles, California(CA) 90034","2,265","[{'bedroom': 'Studio', 'price': '2,265'}, {'bedroom': '1', 'price': '2,580'}, {'bedroom': '2', 'price': '3,005'}]",12.71km,"{'walking': '172', 'cycling': '51', 'transit': '47', 'driving': '20'}",4.1(36),"['With window view', 'Free service charge', 'VR viewing', 'With floor plan', '0 deposit', '0 gift', 'With elevator', 'With gym', 'Package collection' ]"
Harlow Culver City,"9901 Washington Blvd, Los Angeles, California(CA) 90232","3,089","[{'bedroom': '1', 'price': '3,089'}, {'bedroom': '2', 'price': '3,200'}, {'bedroom': '3', 'price': '4,255'}]",10.45km,"{'walking': '141', 'cycling': '43', 'transit': '42', 'driving': '19'}",4.5(82),"['With window view', 'Free service charge', 'VR viewing', 'With floor plan', '0 deposit', '0 gift money', 'With gym', 'Pets allowed']"
Westwood Village Apartments,"1033 Hilgard Avenue, Los Angeles, California(CA) 90024","3,495","[{'bedroom': '1', 'price': '3,495'}, {'bedroom': '2', 'price': '3,695'}]",15.12km,"{'walking': '216', 'cycling': '64', 'transit': '53', 'driving': '27'}",3.3(38),"['With window view', 'Free service charge', 'VR house viewing', 'With floor plan', '0 deposit', '0 gift money']"
Linea,"2435 S. Sepulveda Blvd. Unit 100, Los Angeles, California(CA) 90064","2,761","[{'bedroom': 'Studio', 'price': '2,761'}, {'bedroom': '1', 'price': '3,095'}, {'bedroom': '2', 'price': '4,395'}]",13.88km,"{'walking': '187', 'cycling': '55', 'transit': '34', 'driving': '20'}",2.1(53),"['With window view', 'Free service charge', 'VR house viewing', 'With floor plan', '0 deposit', '0 gift money']"
Kith + Kin,"11977 Kiowa Avenue, Los Angeles, California(CA) 90049","5,550","[{'bedroom': '3', 'price': '5,550'}]",17.1km,"{'walking': '263', 'cycling': '70', 'transit': '63', 'driving': '24'}",2.9(5),"['With window view', 'Free service charge', 'VR viewing', 'With floor plan', '0 deposit', '0 gift money', 'With elevator']"
Santa Monica Biltmore,"1240 Yale Street, Santa Monica, California(CA) 90404","2,250","[{'bedroom': 'Studio', 'price': '2,250'}]",17.52km,"{'walking': '267', 'cycling': '71', 'transit': '84', 'driving': '24'}",3.6(44),"['With window view', 'Free service charge', 'VR house viewing', 'With floor plan', '0 deposit', '0 gift money']"
Rexford Drive Apartments,"1467 Rexford Drive, Los Angeles, California(CA) 90035","3,749","[{'bedroom': '2', 'price': '3,749'}]",10.67km,"{'walking': '172', 'cycling': '48', 'transit': '85', 'driving': '20'}",3.6(100),"['With window view', 'Free service charge', 'VR viewing', 'With floor plan', '0 deposit', '0 gift money', 'With elevator']"
311 S. Swall Drive Apartments,"311 South Swall Drive, Los Angeles, California(CA) 90048","3,595","[{'bedroom': '2', 'price': '3,595'}]",10.9km,"{'walking': '183', 'cycling': '51', 'transit': '69', 'driving': '26'}",2.8(9),"['With window view', 'Free service charge', 'VR viewing', 'With floor plan', '0 deposit', '0 gift money', 'With elevator']"
Luxe Villas,"11640 Mayfield Ave, Los Angeles, California(CA) 90049","1,825","[{'bedroom': 'Studio', 'price': '1,825'}, {'bedroom': '2', 'price': '4,579'}]",16.68km,"{'walking': '233', 'cycling': '68', 'transit': '74', 'driving': '20'}",2.1(20),"['With window view', 'Free service charge', 'VR viewing', 'With floor plan', '0 deposit', '0 gift money', 'With elevator']"
Valparaiso Apartments,"10634 Valparaiso Street, Los Angeles, California(CA) 90034","2,695","[{'bedroom': '2', 'price': '2,695'}]",12km,"{'walking': '175', 'cycling': '47', 'transit': '44', 'driving': '17'}",4.5(92),"['With window view', 'Free service charge', 'VR viewing', 'With floor plan', '0 deposit', '0 gift money', 'With elevator']"
2921 Arizona Apartments,"2921 Arizona Apartments, Santa Monica, California(CA) 90404","3,850","[{'bedroom': '2', 'price': '3,850'}]",17.4km,"{'walking': '266', 'cycling': '71', 'transit': '81', 'driving': '24'}",4.5(96),"['With window view', 'Free service charge', 'VR house viewing', 'With floor plan', '0 deposit', '0 gift money']"
115 Doheny Apartments,"115 N Doheny Dr, Los Angeles, California(CA) 90048","2,525","[{'bedroom': '1', 'price': '2,525'}, {'bedroom': '2', 'price': '3,495'}]",11.36km,"{'walking': '192', 'cycling': '52', 'transit': '82', 'driving': '28'}",3.0(11),"['With window view', 'Free service charge', 'VR viewing', 'With floor plan', '0 deposit', '0 gift money', 'With elevator']"
12707 Mitchell Avenue,"12707 Mitchell Avenue, Los Angeles, California(CA) 90066","3,900","[{'bedroom': '2', 'price': '3,900'}]",14.16km,"{'walking': '219', 'cycling': '58', 'transit': '111', 'driving': '25'}",4.1(87),"['With window view', 'Free service charge', 'VR house viewing', 'With floor plan', '0 deposit', '0 gift money']"
Inclave Luxury Apartments,"4065 Glencoe Avenue, Marina Del Rey, California(CA) 90292","2,800","[{'bedroom': 'Studio', 'price': '2,800'}, {'bedroom': '1', 'price': '3,925'}, {'bedroom': '2', 'price': '4,625'}]",15.05km,"{'walking': '236', 'cycling': '67', 'transit': '79', 'driving': '28'}",3.4(22),"['With window view', 'Free service charge', 'VR viewing', 'With floor plan', '0 deposit', '0 gift money', 'Short-term rental available']"
805 23rd Street,"805 23rd Street, Santa Monica, California(CA) 90403","3,900","[{'bedroom': '2', 'price': '3,900'}]",18.64km,"{'walking': '284', 'cycling': '76', 'transit': '89', 'driving': '25'}",2.4(44),"['With window view', 'Free service charge', 'VR viewing', 'With floor plan', '0 deposit', '0 gift money', 'With indoor washing and drying']"
The Stanley on Ocean Way,"1915 Ocean Way, Santa Monica, California(CA) 90405","3,250","[{'bedroom': '1', 'price': '3,250'}]",19.05km,"{'walking': '296', 'cycling': '76', 'transit': '82', 'driving': '23'}",3.6(3),"['With window view', 'Free service charge', 'VR viewing', 'With floor plan', '0 deposit', '0 gift money', 'With elevator']"
300 San Juan Avenue,"300 San Juan Avenue, Los Angeles, California(CA) 90291","2,699","[{'bedroom': 'Studio', 'price': '2,699'}]",17.46km,"{'walking': '266', 'cycling': '68', 'transit': '82', 'driving': '29'}",2.8(52),"['With window view', 'Free service charge', 'VR house viewing', 'With floor plan', '0 deposit', '0 gift money']"
Watermark Apartments,"6625 Reseda Boulevard, Los Angeles, California(CA) 91335","1,695","[{'bedroom': 'Studio', 'price': '1,695'}, {'bedroom': '1', 'price': '2,150'}, {'bedroom': '2', 'price': '2,750'}]",29.81km,"{'walking': '552', 'cycling': '148', 'transit': '102', 'driving': '37'}",4.5(30),"['With window view', 'Free service charge', 'VR house viewing', 'With floor plan', '0 deposit', '0 gift money']"
Thistle,"262 North Los Robles Avenue, Pasadena, California(CA) 91101","2,095","[{'bedroom': '1', 'price': '2,095'}]",19.45km,"{'walking': '304', 'cycling': '78', 'transit': '73', 'driving': '28'}",3.2(47),"['With window view', 'Free service charge', 'VR house viewing', 'With floor plan', '0 deposit', '0 gift money']"
SkyLA Tower,"6530 Sepulveda Blvd, Los Angeles, California(CA) 91411","2,795","[{'bedroom': '2', 'price': '2,795'}]",24.95km,"{'walking': '481', 'cycling': '128', 'transit': '91', 'driving': '32'}",3.2(53),"['With window view', 'Free service charge', 'VR house viewing', 'With floor plan', '0 deposit', '0 gift money']"
The Q Topanga,"6263 Topanga Canyon Blvd, Los Angeles, California(CA) 91367","2,420","[{'bedroom': 'Studio', 'price': '2,420'}, {'bedroom': '1', 'price': '2,682'}, {'bedroom': '2', 'price': '4,082'}]",34.73km,"{'walking': '631', 'cycling': '170', 'transit': '75', 'driving': '42'}",4.2(100),"['With window view', 'Free service charge', 'VR viewing', 'With floor plan', '0 deposit', '0 gift money', 'With elevator']"
Toscana Apartments,"15736 Vanowen St, Los Angeles, California(CA) 91406","1,771","[{'bedroom': '1', 'price': '1,771'}, {'bedroom': '2', 'price': '2,354'}]",25.96km,"{'walking': '494', 'cycling': '130', 'transit': '135', 'driving': '29'}",4.9(18),"['With window view', 'Free service charge', 'VR house viewing', 'With floor plan', '0 deposit', '0 gift money']"
Casa Del Rio Seco Apartments,"9999 Imperial Hwy., Downey, California(CA) 90242","2,195","[{'bedroom': '2', 'price': '2,195'}, {'bedroom': '1', 'price': '2,700'}]",19.64km,"{'walking': '335', 'cycling': '84', 'transit': '84', 'driving': '29'}",3.6(59),"['With window view', 'Free service charge', 'VR house viewing', 'With floor plan', '0 deposit', '0 gift money']"
Citra Apartments,"700 South 6th Street, Burbank, California(CA) 91501","1,850","[{'bedroom': 'Studio', 'price': '1,850'}, {'bedroom': '1', 'price': '2,100'}]",17.73km,"{'walking': '280', 'cycling': '73', 'transit': '80', 'driving': '33'}",2.5(54),"['With window view', 'Free service charge', 'VR house viewing', 'With floor plan', '0 deposit', '0 gift money']"
Fourth Avenue,"233-237 4th Ave, Los Angeles, California(CA) 90291","2,495","[{'bedroom': '1', 'price': '2,495'}]",17.82km,"{'walking': '274', 'cycling': '69', 'transit': '79', 'driving': '25'}",4.3(65),"['With window view', 'Free service charge', 'VR house viewing', 'With floor plan', '0 deposit', '0 gift money']"
Olive Encino,"5501 Newcastle Avenue, Los Angeles, California(CA) 91316","2,395","[{'bedroom': '1', 'price': '2,395'}, {'bedroom': '2', 'price': '2,857'}, {'bedroom': '3', 'price': '3,595'}]",27.59km,"{'walking': '511', 'cycling': '149', 'transit': '131', 'driving': '32'}",4.9(62),"['With window view', 'Free service charge', 'VR house viewing', 'With floor plan', '0 deposit', '0 gift money']"
Sawtelle Avenue Apartments,"2477 Sawtelle Boulevard, Los Angeles, California(CA) 90064","2,695","[{'bedroom': '2', 'price': '2,695'}]",14.12km,"{'walking': '213', 'cycling': '57', 'transit': '121', 'driving': '21'}",3.6(93),"['With window view', 'Free service charge', 'VR house viewing', 'With floor plan', '0 deposit', '0 gift money']"
The Fairmount,"1001 East Villa Street, Pasadena, California(CA) 91106","2,375","[{'bedroom': '1', 'price': '2,375'}, {'bedroom': '2', 'price': '2,750'}]",20.53km,"{'walking': '324', 'cycling': '82', 'transit': '121', 'driving': '31'}",2.8(43),"['With window view', 'Free service charge', 'VR house viewing', 'With floor plan', '0 deposit', '0 gift money']"
Beloit Avenue Apartments,"1729 Beloit Avenue, Los Angeles, California(CA) 90025","1,595","[{'bedroom': 'Studio', 'price': '1,595'}]",15.14km,"{'walking': '231', 'cycling': '63', 'transit': '105', 'driving': '19'}",2.2(57),"['With window view', 'Free service charge', 'VR house viewing', 'With floor plan', '0 deposit', '0 gift money']"
Bentley Avenue Apartments,"1810 South Bentley Avenue, Los Angeles, California(CA) 90025","3,250","[{'bedroom': '2', 'price': '3,250'}]",14.68km,"{'walking': '224', 'cycling': '59', 'transit': '52', 'driving': '21'}",2.7(64),"['With window view', 'Free service charge', 'VR viewing', 'With floor plan', '0 deposit', '0 gift money', 'With elevator']"
Twin Palms,"11458 Burbank Boulevard, Los Angeles, California(CA) 91601","1,750","[{'bedroom': 'Studio', 'price': '1,750'}]",18.86km,"{'walking': '357', 'cycling': '95', 'transit': '98', 'driving': '34'}",3.1(22),"['With window view', 'Free service charge', 'VR house viewing', 'With floor plan', '0 deposit', '0 gift money']"
Encino Majestic,"5101 Balboa Boulevard, Los Angeles, California(CA) 91316","2,595","[{'bedroom': '2', 'price': '2,595'}]",25.43km,"{'walking': '477', 'cycling': '142', 'transit': '132', 'driving': '29'}",4.2(57),"['With window view', 'Free service charge', 'VR house viewing', 'With floor plan', '0 deposit', '0 gift money']"
1342 Wellesley Ave,"1342 Wellesley Ave, Los Angeles, California(CA) 90025","2,450","[{'bedroom': '1', 'price': '2,450'}]",16.86km,"{'walking': '255', 'cycling': '69', 'transit': '63', 'driving': '23'}",4.4(86),"['With window view', 'Free service charge', 'VR house viewing', 'With floor plan', '0 deposit', '0 gift money']"
Seville Townhouse,"20440 Anza Avenue, Torrance, California(CA) 90503","2,125","[{'bedroom': '1', 'price': '2,125'}]",20.86km,"{'walking': '349', 'cycling': '93', 'transit': '134', 'driving': '32'}",2.1(92),"['With window view', 'Free service charge', 'VR viewing', 'With floor plan', '0 deposit', '0 gift money', 'With elevator']"
eight70,"870 Hilgard Avenue, Los Angeles, California(CA) 90024","3,595","[{'bedroom': '1', 'price': '3,595'}, {'bedroom': '2', 'price': '4,500'}]",15.08km,"{'walking': '239', 'cycling': '65', 'transit': '89', 'driving': '24'}",4.2(3),"['With window view', 'Free service charge', 'VR viewing', 'With floor plan', '0 deposit', '0 gift money', 'With elevator']"
Glen Haven Apartments,"8250 Telegraph Rd, Downey, California(CA) 90240","1,899","[{'bedroom': '1', 'price': '1,899'}, {'bedroom': '2', 'price': '2,300'}]",16.91km,"{'walking': '254', 'cycling': '71', 'transit': '77', 'driving': '28'}",4.8(76),"['With window view', 'Free service charge', 'VR house viewing', 'With floor plan', '0 deposit', '0 gift money']"
Levering Apartments,"628 Levering Avenue, Los Angeles, California(CA) 90024","2,350","[{'bedroom': 'Studio', 'price': '2,350'}, {'bedroom': '1', 'price': '2,650'}]",16.19km,"{'walking': '251', 'cycling': '66', 'transit': '66', 'driving': '23'}",2.1(11),"['With window view', 'Free service charge', 'VR house viewing', 'With floor plan', '0 deposit', '0 gift money']"
Wilshire Victoria Westwood Apartments,"10700 Wilshire Blvd, Los Angeles, California(CA) 90024","7,295","[{'bedroom': '1', 'price': '7,295'}, {'bedroom': '2', 'price': '8,750'}, {'bedroom': '3', 'price': '17,500'}]",14.54km,"{'walking': '227', 'cycling': '62', 'transit': '71', 'driving': '23'}",2.8(2),"['With window view', 'Free service charge', 'VR viewing', 'With floor plan', '0 deposit', '0 gift money', 'With elevator']"
The Parkway,"1675 Manning Avenue, Los Angeles, California(CA) 90024","2,995","[{'bedroom': '2', 'price': '2,995'}]",14.03km,"{'walking': '216', 'cycling': '59', 'transit': '93', 'driving': '23'}",2.2(21),"['With window view', 'Free service charge', 'VR house viewing', 'With floor plan', '0 deposit', '0 gift money']"
Veteran,"1417 Veteran Avenue, Los Angeles, California(CA) 90024","1,995","[{'bedroom': 'Studio', 'price': '1,995'}]",15.07km,"{'walking': '231', 'cycling': '61', 'transit': '68', 'driving': '21'}",4.0(61),"['With window view', 'Free service charge', 'VR viewing', 'With floor plan', '0 deposit', '0 gift money', 'With elevator']"
Rochester Parkside,"10989 Rochester Avenue, Los Angeles, California(CA) 90024","2,500","[{'bedroom': 'Studio', 'price': '2,500'}, {'bedroom': '1', 'price': '3,125'}]",15.24km,"{'walking': '234', 'cycling': '61', 'transit': '74', 'driving': '21'}",4.3(60),"['With window view', 'Free service charge', 'VR viewing', 'With floor plan', '0 deposit', '0 gift money', 'With elevator']"
5830 Reseda Boulevard,"5830 Reseda Boulevard, Los Angeles, California(CA) 91356","1,995","[{'bedroom': '1', 'price': '1,995'}]",28.8km,"{'walking': '530', 'cycling': '149', 'transit': '105', 'driving': '37'}",4.0(60),"['With window view', 'Free service charge', 'VR house viewing', 'With floor plan', '0 deposit', '0 gift money']"
1801 Federal,"1801 Federal Ave, Los Angeles, California(CA) 90025","2,295","[{'bedroom': '1', 'price': '2,295'}]",15.44km,"{'walking': '236', 'cycling': '63', 'transit': '57', 'driving': '21'}",4.4(90),"['With window view', 'Free service charge', 'VR house viewing', 'With floor plan', '0 deposit', '0 gift money']"
